participant.code,participant.label,player.isIE,player.paid,player.treatment,player.explosion,player.pumps,player.pastille,player.pastille_value,player.pastille_color,player.limite,player.limite_value,player.autoevaluation,player.can_mise_excessive,player.can_mise_excitation,player.can_mise_rejouee,player.can_mise_vente,player.can_jeu_probleme,player.can_jeu_sante,player.can_jeu_critique,player.can_jeu_finances,player.can_jeu_culpabilite,player.can_indice_value,player.can_indice_categorie,player.tentation,player.tentation_limite,player.tentation_tirage,player.tentation_appliquee,player.avis_video,player.payoff,subsession.round_number,subsession.subsession_type,session.code,session.label
512990hw,93.0,False,0,4,11,4.0,,,,,,,,,,,,,,,,,,,,,0,,0.6,1,1,dhy9fqbt,rmo1
90snqea7,120.0,False,0,0,38,38.0,,,,,,,,,,,,,,,,,,,,,0,,5.7,1,1,dhy9fqbt,rmo1
lcpr6aej,195.0,False,0,0,20,15.0,,,,,,,,,,,,,,,,,,,,,0,,2.25,1,1,dhy9fqbt,rmo1
litoex8p,224.0,False,1,4,38,15.0,,,,,,,,,,,,,,,,,,,,,0,,2.25,1,1,dhy9fqbt,rmo1
dq2ihb20,340.0,False,0,4,11,64.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
u6rok4eh,380.0,False,0,0,43,3.0,,,,,,,,,,,,,,,,,,,,,0,,0.45,1,1,dhy9fqbt,rmo1
yhlv6pjd,395.0,False,1,4,44,14.0,,,,,,,,,,,,,,,,,,,,,0,,2.1,1,1,dhy9fqbt,rmo1
5vj6xosr,486.0,False,0,4,44,12.0,,,,,,,,,,,,,,,,,,,,,0,,1.8,1,1,dhy9fqbt,rmo1
9ke1clt6,546.0,False,0,4,42,35.0,,,,,,,,,,,,,,,,,,,,,0,,5.25,1,1,dhy9fqbt,rmo1
dtms80pl,574.0,False,0,0,38,10.0,,,,,,,,,,,,,,,,,,,,,0,,1.5,1,1,dhy9fqbt,rmo1
y9hxec63,715.0,False,0,0,23,16.0,,,,,,,,,,,,,,,,,,,,,0,,2.4,1,1,dhy9fqbt,rmo1
uno3sb9r,736.0,False,0,4,60,40.0,,,,,,,,,,,,,,,,,,,,,0,,6.0,1,1,dhy9fqbt,rmo1
9z1zoyne,805.0,False,0,0,59,10.0,,,,,,,,,,,,,,,,,,,,,0,,1.5,1,1,dhy9fqbt,rmo1
332d53w3,816.0,False,0,4,9,24.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
kz0nvwk4,908.0,False,0,0,46,45.0,,,,,,,,,,,,,,,,,,,,,0,,6.75,1,1,dhy9fqbt,rmo1
103gfezx,974.0,False,0,4,36,22.0,,,,,,,,,,,,,,,,,,,,,0,,3.3,1,1,dhy9fqbt,rmo1
l23rvi5a,1034.0,False,0,0,18,5.0,,,,,,,,,,,,,,,,,,,,,0,,0.75,1,1,dhy9fqbt,rmo1
low6fzdk,1079.0,True,0,0,4,5.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
lfm2rs6h,1182.0,False,0,0,57,36.0,,,,,,,,,,,,,,,,,,,,,0,,5.4,1,1,dhy9fqbt,rmo1
4j3w3gx7,1222.0,False,0,4,64,50.0,,,,,,,,,,,,,,,,,,,,,0,,7.5,1,1,dhy9fqbt,rmo1
pamm49pp,1292.0,False,0,0,60,23.0,,,,,,,,,,,,,,,,,,,,,0,,3.45,1,1,dhy9fqbt,rmo1
8wrtkw8x,1332.0,False,0,4,48,34.0,,,,,,,,,,,,,,,,,,,,,0,,5.1,1,1,dhy9fqbt,rmo1
a9ugwazt,1408.0,False,0,0,61,20.0,,,,,,,,,,,,,,,,,,,,,0,,3.0,1,1,dhy9fqbt,rmo1
q4ft5k0m,1421.0,False,0,4,29,29.0,,,,,,,,,,,,,,,,,,,,,0,,4.35,1,1,dhy9fqbt,rmo1
wvkk8qyk,1452.0,False,0,0,1,24.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
nezqor0x,1486.0,False,0,4,19,12.0,,,,,,,,,,,,,,,,,,,,,0,,1.8,1,1,dhy9fqbt,rmo1
9vjkm92i,1503.0,False,0,0,29,49.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
eqdysrm9,1564.0,False,0,4,26,50.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
9mvrqcs8,1611.0,False,0,0,37,52.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
f5xk5nfj,1643.0,False,0,4,49,5.0,,,,,,,,,,,,,,,,,,,,,0,,0.75,1,1,dhy9fqbt,rmo1
rp9iq1mo,1738.0,False,0,0,4,55.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
8p3kmeda,1783.0,True,0,0,26,57.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
31yqqj2h,1815.0,False,0,0,17,17.0,,,,,,,,,,,,,,,,,,,,,0,,2.55,1,1,dhy9fqbt,rmo1
71rkli6a,1891.0,False,0,0,32,35.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
jyzc7cgk,2110.0,False,0,0,45,5.0,,,,,,,,,,,,,,,,,,,,,0,,0.75,1,1,dhy9fqbt,rmo1
89s3gbg6,2187.0,False,0,4,27,9.0,,,,,,,,,,,,,,,,,,,,,0,,1.35,1,1,dhy9fqbt,rmo1
1ts59tmq,2214.0,False,0,0,43,33.0,,,,,,,,,,,,,,,,,,,,,0,,4.95,1,1,dhy9fqbt,rmo1
i4w1muct,2246.0,False,0,4,40,64.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
42bns9cy,2325.0,False,0,4,27,30.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
th6lg3nl,2385.0,False,0,4,27,50.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
rjx8ue7x,2415.0,False,0,0,14,25.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
zp6v12zl,2479.0,False,0,4,12,43.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
9vq8dsus,2582.0,False,0,4,23,20.0,,,,,,,,,,,,,,,,,,,,,0,,3.0,1,1,dhy9fqbt,rmo1
kskefow7,2614.0,False,0,0,4,45.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
ecavdjxo,2646.0,False,1,4,7,32.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
busq35ta,2749.0,False,0,0,58,25.0,,,,,,,,,,,,,,,,,,,,,0,,3.75,1,1,dhy9fqbt,rmo1
z4eyndbq,2765.0,False,0,4,13,18.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
vfj2tuka,2843.0,False,0,0,50,30.0,,,,,,,,,,,,,,,,,,,,,0,,4.5,1,1,dhy9fqbt,rmo1
xxy6x4fz,2946.0,False,0,4,10,26.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
lirgd1np,2988.0,False,1,0,57,38.0,,,,,,,,,,,,,,,,,,,,,0,,5.7,1,1,dhy9fqbt,rmo1
4uytprbc,3052.0,False,0,4,40,45.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
4cv60vkd,3108.0,False,0,0,37,20.0,,,,,,,,,,,,,,,,,,,,,0,,3.0,1,1,dhy9fqbt,rmo1
gjaknd9x,3193.0,False,0,4,5,50.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
3bli4otb,3246.0,False,0,0,38,5.0,,,,,,,,,,,,,,,,,,,,,0,,0.75,1,1,dhy9fqbt,rmo1
umn0ditc,3265.0,False,1,4,12,22.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
7h7a7sg6,3323.0,False,0,0,31,6.0,,,,,,,,,,,,,,,,,,,,,0,,0.9,1,1,dhy9fqbt,rmo1
m1akx79l,3380.0,False,0,4,24,32.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
155u6hpd,3390.0,False,0,0,50,50.0,,,,,,,,,,,,,,,,,,,,,0,,7.5,1,1,dhy9fqbt,rmo1
bimfkqf0,3407.0,False,0,4,27,20.0,,,,,,,,,,,,,,,,,,,,,0,,3.0,1,1,dhy9fqbt,rmo1
eki0tnpv,3464.0,False,0,0,43,23.0,,,,,,,,,,,,,,,,,,,,,0,,3.45,1,1,dhy9fqbt,rmo1
ak2qxfer,3520.0,False,0,4,33,35.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
d3jm85qb,3643.0,False,0,4,58,39.0,,,,,,,,,,,,,,,,,,,,,0,,5.85,1,1,dhy9fqbt,rmo1
eeavysct,3666.0,True,0,0,12,58.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
6xidultc,3720.0,False,0,4,37,18.0,,,,,,,,,,,,,,,,,,,,,0,,2.7,1,1,dhy9fqbt,rmo1
0t2tetji,3741.0,True,1,0,31,30.0,,,,,,,,,,,,,,,,,,,,,0,,4.5,1,1,dhy9fqbt,rmo1
vdextyu9,3772.0,False,0,0,25,7.0,,,,,,,,,,,,,,,,,,,,,0,,1.05,1,1,dhy9fqbt,rmo1
hoi6dszu,3995.0,False,0,4,25,23.0,,,,,,,,,,,,,,,,,,,,,0,,3.45,1,1,dhy9fqbt,rmo1
9urymj1l,4090.0,False,0,0,56,59.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
3b6guzat,4136.0,False,0,4,38,23.0,,,,,,,,,,,,,,,,,,,,,0,,3.45,1,1,dhy9fqbt,rmo1
3vgoe1li,4249.0,False,0,0,21,23.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
3rdfg6mg,4277.0,False,0,4,41,30.0,,,,,,,,,,,,,,,,,,,,,0,,4.5,1,1,dhy9fqbt,rmo1
uxeact3h,4326.0,False,0,0,33,59.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
1l8z7p89,4479.0,False,0,4,24,50.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
z17njc79,4527.0,False,0,0,62,4.0,,,,,,,,,,,,,,,,,,,,,0,,0.6,1,1,dhy9fqbt,rmo1
ewlrb4sy,4567.0,False,0,4,56,10.0,,,,,,,,,,,,,,,,,,,,,0,,1.5,1,1,dhy9fqbt,rmo1
uh66tpct,4653.0,False,0,0,55,27.0,,,,,,,,,,,,,,,,,,,,,0,,4.05,1,1,dhy9fqbt,rmo1
xhdbja13,4711.0,False,0,4,23,2.0,,,,,,,,,,,,,,,,,,,,,0,,0.3,1,1,dhy9fqbt,rmo1
f69ik6t4,4710.0,True,0,0,43,40.0,,,,,,,,,,,,,,,,,,,,,0,,6.0,1,1,dhy9fqbt,rmo1
2lrm67x7,4759.0,True,0,0,53,32.0,,,,,,,,,,,,,,,,,,,,,0,,4.8,1,1,dhy9fqbt,rmo1
8etply6n,4763.0,False,0,0,21,35.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
24zf4ktc,4816.0,False,0,4,44,4.0,,,,,,,,,,,,,,,,,,,,,0,,0.6,1,1,dhy9fqbt,rmo1
plx6nhzr,4851.0,False,0,0,30,30.0,,,,,,,,,,,,,,,,,,,,,0,,4.5,1,1,dhy9fqbt,rmo1
k3c4jzuf,4890.0,False,0,4,57,13.0,,,,,,,,,,,,,,,,,,,,,0,,1.95,1,1,dhy9fqbt,rmo1
c27qi93q,4969.0,False,0,4,19,10.0,,,,,,,,,,,,,,,,,,,,,0,,1.5,1,1,dhy9fqbt,rmo1
8lphxpnp,5005.0,False,0,4,44,37.0,,,,,,,,,,,,,,,,,,,,,0,,5.55,1,1,dhy9fqbt,rmo1
u0hjulwx,5038.0,False,1,0,61,2.0,,,,,,,,,,,,,,,,,,,,,0,,0.3,1,1,dhy9fqbt,rmo1
t84lb38h,5096.0,False,0,4,33,13.0,,,,,,,,,,,,,,,,,,,,,0,,1.95,1,1,dhy9fqbt,rmo1
cuppfolb,5137.0,False,0,0,41,36.0,,,,,,,,,,,,,,,,,,,,,0,,5.4,1,1,dhy9fqbt,rmo1
17vo7tto,5194.0,False,0,0,27,50.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
5p8u4nlf,5211.0,False,1,4,59,20.0,,,,,,,,,,,,,,,,,,,,,0,,3.0,1,1,dhy9fqbt,rmo1
6z0agyyg,5224.0,False,0,0,37,10.0,,,,,,,,,,,,,,,,,,,,,0,,1.5,1,1,dhy9fqbt,rmo1
q25dkqv7,5250.0,False,1,4,64,32.0,,,,,,,,,,,,,,,,,,,,,0,,4.8,1,1,dhy9fqbt,rmo1
uxozd6ew,5348.0,False,0,4,1,30.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
czxbmioh,5422.0,False,0,0,6,32.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
g0fa6i1l,5476.0,False,0,4,36,5.0,,,,,,,,,,,,,,,,,,,,,0,,0.75,1,1,dhy9fqbt,rmo1
k2r3ufc7,5559.0,False,0,4,8,20.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
xxr320kk,5606.0,False,0,0,60,15.0,,,,,,,,,,,,,,,,,,,,,0,,2.25,1,1,dhy9fqbt,rmo1
cy9wdpy6,5710.0,False,0,0,57,18.0,,,,,,,,,,,,,,,,,,,,,0,,2.7,1,1,dhy9fqbt,rmo1
1xjrj2by,5775.0,False,0,4,37,12.0,,,,,,,,,,,,,,,,,,,,,0,,1.8,1,1,dhy9fqbt,rmo1
7fe7pdab,5801.0,False,0,0,60,10.0,,,,,,,,,,,,,,,,,,,,,0,,1.5,1,1,dhy9fqbt,rmo1
51trnxmb,5848.0,False,0,4,10,20.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
beetoyz7,6011.0,False,0,4,44,20.0,,,,,,,,,,,,,,,,,,,,,0,,3.0,1,1,dhy9fqbt,rmo1
n41b4hp3,6121.0,False,0,0,33,29.0,,,,,,,,,,,,,,,,,,,,,0,,4.35,1,1,dhy9fqbt,rmo1
lzavmfcn,6251.0,False,0,4,24,13.0,,,,,,,,,,,,,,,,,,,,,0,,1.95,1,1,dhy9fqbt,rmo1
qun46dxd,6362.0,False,0,0,17,17.0,,,,,,,,,,,,,,,,,,,,,0,,2.55,1,1,dhy9fqbt,rmo1
bp8xi9g4,6387.0,False,0,4,64,42.0,,,,,,,,,,,,,,,,,,,,,0,,6.3,1,1,dhy9fqbt,rmo1
8jqxvtbv,6431.0,False,0,0,10,20.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
zh7csaq8,6448.0,False,0,4,8,12.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
n7wcoinl,6475.0,False,0,0,51,38.0,,,,,,,,,,,,,,,,,,,,,0,,5.7,1,1,dhy9fqbt,rmo1
r4uuaq3i,6514.0,False,0,4,33,37.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
ubkg88x0,6620.0,False,1,0,62,6.0,,,,,,,,,,,,,,,,,,,,,0,,0.9,1,1,dhy9fqbt,rmo1
w9fem7e4,6820.0,False,1,4,17,15.0,,,,,,,,,,,,,,,,,,,,,0,,2.25,1,1,dhy9fqbt,rmo1
xxphycaw,6867.0,False,0,0,39,9.0,,,,,,,,,,,,,,,,,,,,,0,,1.35,1,1,dhy9fqbt,rmo1
uv9uc5ii,6914.0,False,0,4,11,56.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
y9mvdm6h,7008.0,False,0,0,19,30.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
3yyc9t1p,7034.0,False,0,4,22,25.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
ek0ed4d8,7088.0,False,0,0,38,22.0,,,,,,,,,,,,,,,,,,,,,0,,3.3,1,1,dhy9fqbt,rmo1
kjgqpsly,7137.0,False,0,4,54,25.0,,,,,,,,,,,,,,,,,,,,,0,,3.75,1,1,dhy9fqbt,rmo1
kojizrh4,7217.0,False,0,0,16,27.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
cxpy2o1a,7330.0,False,0,4,48,24.0,,,,,,,,,,,,,,,,,,,,,0,,3.6,1,1,dhy9fqbt,rmo1
jqia7f9c,7352.0,False,0,0,13,63.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
yq4bj12v,7379.0,False,0,4,1,19.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
ba5d65au,7410.0,False,0,0,15,15.0,,,,,,,,,,,,,,,,,,,,,0,,2.25,1,1,dhy9fqbt,rmo1
4zdc6m6t,7455.0,False,0,0,48,1.0,,,,,,,,,,,,,,,,,,,,,0,,0.15,1,1,dhy9fqbt,rmo1
uniwr8mb,7537.0,False,0,0,49,60.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
k660hd2c,7648.0,False,0,0,13,10.0,,,,,,,,,,,,,,,,,,,,,0,,1.5,1,1,dhy9fqbt,rmo1
18w8ei43,7785.0,False,0,4,6,36.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
paduxnjt,7882.0,False,0,0,36,52.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
ityc9pr6,7950.0,False,0,0,15,11.0,,,,,,,,,,,,,,,,,,,,,0,,1.65,1,1,dhy9fqbt,rmo1
c0nhl23v,8126.0,False,0,4,23,20.0,,,,,,,,,,,,,,,,,,,,,0,,3.0,1,1,dhy9fqbt,rmo1
gadie148,8165.0,False,0,0,4,33.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
9rfyjc0k,8176.0,False,0,4,34,15.0,,,,,,,,,,,,,,,,,,,,,0,,2.25,1,1,dhy9fqbt,rmo1
fcnups95,8332.0,False,0,4,62,45.0,,,,,,,,,,,,,,,,,,,,,0,,6.75,1,1,dhy9fqbt,rmo1
ghzire87,8404.0,False,0,4,41,35.0,,,,,,,,,,,,,,,,,,,,,0,,5.25,1,1,dhy9fqbt,rmo1
1s0kde8p,8458.0,False,0,0,33,15.0,,,,,,,,,,,,,,,,,,,,,0,,2.25,1,1,dhy9fqbt,rmo1
ep1by50p,8561.0,False,0,4,21,25.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
vpy7vnfi,8631.0,False,0,0,35,35.0,,,,,,,,,,,,,,,,,,,,,0,,5.25,1,1,dhy9fqbt,rmo1
ormv38uj,8653.0,True,0,0,62,32.0,,,,,,,,,,,,,,,,,,,,,0,,4.8,1,1,dhy9fqbt,rmo1
5xf1hquy,8693.0,False,0,0,39,63.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
fpdavpay,8712.0,False,0,4,21,50.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
nhz3t6sj,8738.0,False,0,0,64,25.0,,,,,,,,,,,,,,,,,,,,,0,,3.75,1,1,dhy9fqbt,rmo1
aijrdtpn,8841.0,False,0,4,24,64.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
y0q8c6tu,8855.0,False,0,0,5,50.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
sc8t9v36,8866.0,False,0,4,9,30.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
pwhtw0o4,8921.0,False,1,0,55,42.0,,,,,,,,,,,,,,,,,,,,,0,,6.3,1,1,dhy9fqbt,rmo1
hp4vto2q,9020.0,False,0,0,1,12.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
s2hgq2qm,9054.0,False,0,4,2,45.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
lovopky0,9130.0,False,0,0,5,32.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
jh30fusg,9181.0,False,0,4,21,25.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
tj25lo1m,9212.0,False,0,0,49,5.0,,,,,,,,,,,,,,,,,,,,,0,,0.75,1,1,dhy9fqbt,rmo1
ygsvjqkq,9257.0,False,0,0,21,10.0,,,,,,,,,,,,,,,,,,,,,0,,1.5,1,1,dhy9fqbt,rmo1
bz2zecnb,9294.0,False,0,4,50,29.0,,,,,,,,,,,,,,,,,,,,,0,,4.35,1,1,dhy9fqbt,rmo1
hpfpfhul,9330.0,False,0,0,15,37.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
mkuhmoze,9418.0,False,0,4,58,18.0,,,,,,,,,,,,,,,,,,,,,0,,2.7,1,1,dhy9fqbt,rmo1
ysw9e0gn,9537.0,False,0,0,43,20.0,,,,,,,,,,,,,,,,,,,,,0,,3.0,1,1,dhy9fqbt,rmo1
diasq4jp,9535.0,False,0,4,46,5.0,,,,,,,,,,,,,,,,,,,,,0,,0.75,1,1,dhy9fqbt,rmo1
pz0w0a7u,9607.0,False,0,0,61,53.0,,,,,,,,,,,,,,,,,,,,,0,,7.95,1,1,dhy9fqbt,rmo1
l2wc1lzi,9642.0,False,0,4,50,45.0,,,,,,,,,,,,,,,,,,,,,0,,6.75,1,1,dhy9fqbt,rmo1
g13lyrxw,9697.0,False,0,0,25,20.0,,,,,,,,,,,,,,,,,,,,,0,,3.0,1,1,dhy9fqbt,rmo1
k5vbfdf5,9711.0,False,0,0,15,28.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
in1tu8uo,9830.0,False,0,4,1,2.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,1,1,dhy9fqbt,rmo1
512990hw,93.0,,0,4,57,5.0,,,,,,,,,,,,,,,,,,,,,0,,0.75,2,1,dhy9fqbt,rmo1
90snqea7,120.0,,0,0,27,25.0,,,,,,,,,,,,,,,,,,,,,0,,3.75,2,1,dhy9fqbt,rmo1
lcpr6aej,195.0,,0,0,56,10.0,,,,,,,,,,,,,,,,,,,,,0,,1.5,2,1,dhy9fqbt,rmo1
litoex8p,224.0,,0,4,54,22.0,,,,,,,,,,,,,,,,,,,,,0,,3.3,2,1,dhy9fqbt,rmo1
dq2ihb20,340.0,,0,4,30,15.0,,,,,,,,,,,,,,,,,,,,,0,,2.25,2,1,dhy9fqbt,rmo1
u6rok4eh,380.0,,0,0,43,5.0,,,,,,,,,,,,,,,,,,,,,0,,0.75,2,1,dhy9fqbt,rmo1
yhlv6pjd,395.0,,0,4,57,7.0,,,,,,,,,,,,,,,,,,,,,0,,1.05,2,1,dhy9fqbt,rmo1
5vj6xosr,486.0,,0,4,16,27.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,2,1,dhy9fqbt,rmo1
9ke1clt6,546.0,,1,4,7,34.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,2,1,dhy9fqbt,rmo1
dtms80pl,574.0,,1,0,43,20.0,,,,,,,,,,,,,,,,,,,,,0,,3.0,2,1,dhy9fqbt,rmo1
y9hxec63,715.0,,0,0,18,23.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,2,1,dhy9fqbt,rmo1
uno3sb9r,736.0,,0,4,34,25.0,,,,,,,,,,,,,,,,,,,,,0,,3.75,2,1,dhy9fqbt,rmo1
9z1zoyne,805.0,,0,0,43,49.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,2,1,dhy9fqbt,rmo1
332d53w3,816.0,,0,4,57,13.0,,,,,,,,,,,,,,,,,,,,,0,,1.95,2,1,dhy9fqbt,rmo1
kz0nvwk4,908.0,,0,0,53,40.0,,,,,,,,,,,,,,,,,,,,,0,,6.0,2,1,dhy9fqbt,rmo1
103gfezx,974.0,,0,4,33,17.0,,,,,,,,,,,,,,,,,,,,,0,,2.55,2,1,dhy9fqbt,rmo1
l23rvi5a,1034.0,,0,0,4,10.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,2,1,dhy9fqbt,rmo1
low6fzdk,1079.0,,0,0,13,4.0,,,,,,,,,,,,,,,,,,,,,0,,0.6,2,1,dhy9fqbt,rmo1
lfm2rs6h,1182.0,,0,0,58,28.0,,,,,,,,,,,,,,,,,,,,,0,,4.2,2,1,dhy9fqbt,rmo1
4j3w3gx7,1222.0,,0,4,35,38.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,2,1,dhy9fqbt,rmo1
pamm49pp,1292.0,,0,0,2,21.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,2,1,dhy9fqbt,rmo1
8wrtkw8x,1332.0,,0,4,10,36.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,2,1,dhy9fqbt,rmo1
a9ugwazt,1408.0,,0,0,36,25.0,,,,,,,,,,,,,,,,,,,,,0,,3.75,2,1,dhy9fqbt,rmo1
q4ft5k0m,1421.0,,0,4,58,36.0,,,,,,,,,,,,,,,,,,,,,0,,5.4,2,1,dhy9fqbt,rmo1
wvkk8qyk,1452.0,,0,0,47,14.0,,,,,,,,,,,,,,,,,,,,,0,,2.1,2,1,dhy9fqbt,rmo1
nezqor0x,1486.0,,0,4,50,10.0,,,,,,,,,,,,,,,,,,,,,0,,1.5,2,1,dhy9fqbt,rmo1
9vjkm92i,1503.0,,0,0,25,33.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,2,1,dhy9fqbt,rmo1
eqdysrm9,1564.0,,0,4,57,23.0,,,,,,,,,,,,,,,,,,,,,0,,3.45,2,1,dhy9fqbt,rmo1
9mvrqcs8,1611.0,,0,0,27,18.0,,,,,,,,,,,,,,,,,,,,,0,,2.7,2,1,dhy9fqbt,rmo1
f5xk5nfj,1643.0,,0,4,34,4.0,,,,,,,,,,,,,,,,,,,,,0,,0.6,2,1,dhy9fqbt,rmo1
rp9iq1mo,1738.0,,0,0,33,15.0,,,,,,,,,,,,,,,,,,,,,0,,2.25,2,1,dhy9fqbt,rmo1
8p3kmeda,1783.0,,0,0,39,55.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,2,1,dhy9fqbt,rmo1
31yqqj2h,1815.0,,0,0,32,10.0,,,,,,,,,,,,,,,,,,,,,0,,1.5,2,1,dhy9fqbt,rmo1
71rkli6a,1891.0,,0,0,13,31.0,,,,,,,,,,,,,,,,,,,,,0,,0.0,2,1,dhy9fqbt,rmo1
jyzc7cgk,2110.0,,0,0,39,4.0,,,,,,,,,,,,,,,,,,,,,0,,0.6,2,1,dhy9fqbt,rmo1
89s3gbg6,2187.0,,1,4,33,9.0,,,,,,,,,,,,,,,,,,,,,0,,1.35,2,1,dhy9fqbt,rmo1
