participant.code,participant.label,player.treatment,player.explosion,player.pumps,player.tentation,player.tentation_limite,player.tentation_tirage,player.tentation_appliquee,player.payoff,subsession.round_number,subsession.subsession_type,session.code,session.label,CSP,can,type,gender,age
512990hw,93.0,4,11,4,NA,NA,NA,0,0.6,1,1,dhy9fqbt,rmo1,2,5,2,2,21
90snqea7,120.0,0,38,38,NA,NA,NA,0,5.7,1,1,dhy9fqbt,rmo1,1,4,2,1,38
lcpr6aej,195.0,0,20,15,NA,NA,NA,0,2.25,1,1,dhy9fqbt,rmo1,3,5,2,1,64
litoex8p,224.0,4,38,15,NA,NA,NA,0,2.25,1,1,dhy9fqbt,rmo1,4,4,2,2,21
dq2ihb20,340.0,4,11,64,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,3,2,2,42
u6rok4eh,380.0,0,43,3,NA,NA,NA,0,0.45,1,1,dhy9fqbt,rmo1,2,3,2,1,48
yhlv6pjd,395.0,4,44,14,NA,NA,NA,0,2.1,1,1,dhy9fqbt,rmo1,2,3,2,1,56
5vj6xosr,486.0,4,44,12,NA,NA,NA,0,1.8,1,1,dhy9fqbt,rmo1,5,3,2,2,59
9ke1clt6,546.0,4,42,35,NA,NA,NA,0,5.25,1,1,dhy9fqbt,rmo1,1,7,2,1,40
dtms80pl,574.0,0,38,10,NA,NA,NA,0,1.5,1,1,dhy9fqbt,rmo1,4,3,2,2,28
y9hxec63,715.0,0,23,16,NA,NA,NA,0,2.4,1,1,dhy9fqbt,rmo1,3,4,2,1,69
uno3sb9r,736.0,4,60,40,NA,NA,NA,0,6,1,1,dhy9fqbt,rmo1,3,7,2,2,65
9z1zoyne,805.0,0,59,10,NA,NA,NA,0,1.5,1,1,dhy9fqbt,rmo1,4,7,2,1,20
332d53w3,816.0,4,9,24,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,1,3,2,2,26
kz0nvwk4,908.0,0,46,45,NA,NA,NA,0,6.75,1,1,dhy9fqbt,rmo1,1,3,2,1,36
103gfezx,974.0,4,36,22,NA,NA,NA,0,3.3,1,1,dhy9fqbt,rmo1,1,4,2,1,44
l23rvi5a,1034.0,0,18,5,NA,NA,NA,0,0.75,1,1,dhy9fqbt,rmo1,2,3,2,1,25
low6fzdk,1079.0,0,4,5,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,6,2,1,55
lfm2rs6h,1182.0,0,57,36,NA,NA,NA,0,5.4,1,1,dhy9fqbt,rmo1,2,3,2,2,35
4j3w3gx7,1222.0,4,64,50,NA,NA,NA,0,7.5,1,1,dhy9fqbt,rmo1,4,4,2,2,28
pamm49pp,1292.0,0,60,23,NA,NA,NA,0,3.45,1,1,dhy9fqbt,rmo1,2,4,2,1,43
8wrtkw8x,1332.0,4,48,34,NA,NA,NA,0,5.1,1,1,dhy9fqbt,rmo1,2,7,2,1,35
a9ugwazt,1408.0,0,61,20,NA,NA,NA,0,3,1,1,dhy9fqbt,rmo1,1,5,2,2,30
q4ft5k0m,1421.0,4,29,29,NA,NA,NA,0,4.35,1,1,dhy9fqbt,rmo1,2,4,2,1,21
wvkk8qyk,1452.0,0,1,24,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,5,2,1,36
nezqor0x,1486.0,4,19,12,NA,NA,NA,0,1.8,1,1,dhy9fqbt,rmo1,5,3,2,1,43
9vjkm92i,1503.0,0,29,49,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,5,2,2,33
eqdysrm9,1564.0,4,26,50,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,5,3,2,2,31
9mvrqcs8,1611.0,0,37,52,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,1,4,2,1,54
f5xk5nfj,1643.0,4,49,5,NA,NA,NA,0,0.75,1,1,dhy9fqbt,rmo1,1,4,2,2,31
rp9iq1mo,1738.0,0,4,55,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,3,2,2,35
8p3kmeda,1783.0,0,26,57,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,1,3,2,1,59
31yqqj2h,1815.0,0,17,17,NA,NA,NA,0,2.55,1,1,dhy9fqbt,rmo1,2,4,2,1,39
71rkli6a,1891.0,0,32,35,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,3,3,2,1,63
jyzc7cgk,2110.0,0,45,5,NA,NA,NA,0,0.75,1,1,dhy9fqbt,rmo1,2,5,2,1,43
89s3gbg6,2187.0,4,27,9,NA,NA,NA,0,1.35,1,1,dhy9fqbt,rmo1,1,4,2,1,48
1ts59tmq,2214.0,0,43,33,NA,NA,NA,0,4.95,1,1,dhy9fqbt,rmo1,2,5,2,2,23
i4w1muct,2246.0,4,40,64,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,3,3,2,2,60
42bns9cy,2325.0,4,27,30,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,3,7,2,2,63
th6lg3nl,2385.0,4,27,50,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,4,2,1,43
rjx8ue7x,2415.0,0,14,25,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,5,3,2,1,44
zp6v12zl,2479.0,4,12,43,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,4,2,1,43
9vq8dsus,2582.0,4,23,20,NA,NA,NA,0,3,1,1,dhy9fqbt,rmo1,2,7,2,1,22
kskefow7,2614.0,0,4,45,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,4,2,1,35
ecavdjxo,2646.0,4,7,32,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,3,3,2,1,64
busq35ta,2749.0,0,58,25,NA,NA,NA,0,3.75,1,1,dhy9fqbt,rmo1,2,3,2,2,39
z4eyndbq,2765.0,4,13,18,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,5,4,2,2,55
vfj2tuka,2843.0,0,50,30,NA,NA,NA,0,4.5,1,1,dhy9fqbt,rmo1,2,7,2,1,60
xxy6x4fz,2946.0,4,10,26,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,3,4,2,1,66
lirgd1np,2988.0,0,57,38,NA,NA,NA,0,5.7,1,1,dhy9fqbt,rmo1,2,5,2,2,47
4uytprbc,3052.0,4,40,45,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,5,6,2,2,34
4cv60vkd,3108.0,0,37,20,NA,NA,NA,0,3,1,1,dhy9fqbt,rmo1,2,3,2,1,44
gjaknd9x,3193.0,4,5,50,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,3,4,2,2,73
3bli4otb,3246.0,0,38,5,NA,NA,NA,0,0.75,1,1,dhy9fqbt,rmo1,1,3,2,1,35
umn0ditc,3265.0,4,12,22,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,5,4,2,2,40
7h7a7sg6,3323.0,0,31,6,NA,NA,NA,0,0.9,1,1,dhy9fqbt,rmo1,5,5,2,2,37
m1akx79l,3380.0,4,24,32,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,3,3,2,1,78
155u6hpd,3390.0,0,50,50,NA,NA,NA,0,7.5,1,1,dhy9fqbt,rmo1,2,4,2,1,34
bimfkqf0,3407.0,4,27,20,NA,NA,NA,0,3,1,1,dhy9fqbt,rmo1,2,3,2,2,45
eki0tnpv,3464.0,0,43,23,NA,NA,NA,0,3.45,1,1,dhy9fqbt,rmo1,2,6,2,2,51
ak2qxfer,3520.0,4,33,35,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,3,2,1,29
d3jm85qb,3643.0,4,58,39,NA,NA,NA,0,5.85,1,1,dhy9fqbt,rmo1,2,3,2,1,38
eeavysct,3666.0,0,12,58,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,3,2,1,58
6xidultc,3720.0,4,37,18,NA,NA,NA,0,2.7,1,1,dhy9fqbt,rmo1,2,4,2,1,29
0t2tetji,3741.0,0,31,30,NA,NA,NA,0,4.5,1,1,dhy9fqbt,rmo1,2,5,2,1,54
vdextyu9,3772.0,0,25,7,NA,NA,NA,0,1.05,1,1,dhy9fqbt,rmo1,3,6,2,1,56
hoi6dszu,3995.0,4,25,23,NA,NA,NA,0,3.45,1,1,dhy9fqbt,rmo1,2,4,2,2,50
9urymj1l,4090.0,0,56,59,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,1,5,2,1,36
3b6guzat,4136.0,4,38,23,NA,NA,NA,0,3.45,1,1,dhy9fqbt,rmo1,2,6,2,2,33
3vgoe1li,4249.0,0,21,23,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,3,2,2,45
3rdfg6mg,4277.0,4,41,30,NA,NA,NA,0,4.5,1,1,dhy9fqbt,rmo1,2,5,2,2,35
uxeact3h,4326.0,0,33,59,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,3,2,1,25
1l8z7p89,4479.0,4,24,50,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,7,2,1,44
z17njc79,4527.0,0,62,4,NA,NA,NA,0,0.6,1,1,dhy9fqbt,rmo1,1,5,2,2,48
ewlrb4sy,4567.0,4,56,10,NA,NA,NA,0,1.5,1,1,dhy9fqbt,rmo1,4,3,2,1,24
uh66tpct,4653.0,0,55,27,NA,NA,NA,0,4.05,1,1,dhy9fqbt,rmo1,2,4,2,1,22
xhdbja13,4711.0,4,23,2,NA,NA,NA,0,0.3,1,1,dhy9fqbt,rmo1,5,4,2,2,31
f69ik6t4,4710.0,0,43,40,NA,NA,NA,0,6,1,1,dhy9fqbt,rmo1,2,4,2,1,49
2lrm67x7,4759.0,0,53,32,NA,NA,NA,0,4.8,1,1,dhy9fqbt,rmo1,3,6,2,1,69
8etply6n,4763.0,0,21,35,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,1,3,2,2,40
24zf4ktc,4816.0,4,44,4,NA,NA,NA,0,0.6,1,1,dhy9fqbt,rmo1,2,3,2,1,36
plx6nhzr,4851.0,0,30,30,NA,NA,NA,0,4.5,1,1,dhy9fqbt,rmo1,5,3,2,2,62
k3c4jzuf,4890.0,4,57,13,NA,NA,NA,0,1.95,1,1,dhy9fqbt,rmo1,4,7,2,2,27
c27qi93q,4969.0,4,19,10,NA,NA,NA,0,1.5,1,1,dhy9fqbt,rmo1,3,3,2,2,64
8lphxpnp,5005.0,4,44,37,NA,NA,NA,0,5.55,1,1,dhy9fqbt,rmo1,5,4,2,1,32
u0hjulwx,5038.0,0,61,2,NA,NA,NA,0,0.3,1,1,dhy9fqbt,rmo1,1,4,2,2,34
t84lb38h,5096.0,4,33,13,NA,NA,NA,0,1.95,1,1,dhy9fqbt,rmo1,2,4,2,2,24
cuppfolb,5137.0,0,41,36,NA,NA,NA,0,5.4,1,1,dhy9fqbt,rmo1,2,3,2,2,38
17vo7tto,5194.0,0,27,50,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,5,5,2,1,25
5p8u4nlf,5211.0,4,59,20,NA,NA,NA,0,3,1,1,dhy9fqbt,rmo1,5,4,2,2,35
6z0agyyg,5224.0,0,37,10,NA,NA,NA,0,1.5,1,1,dhy9fqbt,rmo1,4,5,2,1,26
q25dkqv7,5250.0,4,64,32,NA,NA,NA,0,4.8,1,1,dhy9fqbt,rmo1,4,4,2,1,35
uxozd6ew,5348.0,4,1,30,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,1,4,2,1,28
czxbmioh,5422.0,0,6,32,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,3,3,2,2,72
g0fa6i1l,5476.0,4,36,5,NA,NA,NA,0,0.75,1,1,dhy9fqbt,rmo1,2,3,2,1,52
k2r3ufc7,5559.0,4,8,20,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,4,2,1,40
xxr320kk,5606.0,0,60,15,NA,NA,NA,0,2.25,1,1,dhy9fqbt,rmo1,1,4,2,1,34
cy9wdpy6,5710.0,0,57,18,NA,NA,NA,0,2.7,1,1,dhy9fqbt,rmo1,1,6,2,2,24
1xjrj2by,5775.0,4,37,12,NA,NA,NA,0,1.8,1,1,dhy9fqbt,rmo1,5,3,2,2,44
7fe7pdab,5801.0,0,60,10,NA,NA,NA,0,1.5,1,1,dhy9fqbt,rmo1,1,5,2,1,56
51trnxmb,5848.0,4,10,20,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,1,5,2,2,38
beetoyz7,6011.0,4,44,20,NA,NA,NA,0,3,1,1,dhy9fqbt,rmo1,2,3,2,1,32
n41b4hp3,6121.0,0,33,29,NA,NA,NA,0,4.35,1,1,dhy9fqbt,rmo1,1,3,2,1,54
lzavmfcn,6251.0,4,24,13,NA,NA,NA,0,1.95,1,1,dhy9fqbt,rmo1,2,3,2,1,57
qun46dxd,6362.0,0,17,17,NA,NA,NA,0,2.55,1,1,dhy9fqbt,rmo1,3,4,2,1,71
bp8xi9g4,6387.0,4,64,42,NA,NA,NA,0,6.3,1,1,dhy9fqbt,rmo1,2,5,2,1,32
8jqxvtbv,6431.0,0,10,20,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,3,2,1,48
zh7csaq8,6448.0,4,8,12,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,3,3,2,1,75
n7wcoinl,6475.0,0,51,38,NA,NA,NA,0,5.7,1,1,dhy9fqbt,rmo1,2,5,2,1,57
r4uuaq3i,6514.0,4,33,37,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,5,2,1,56
ubkg88x0,6620.0,0,62,6,NA,NA,NA,0,0.9,1,1,dhy9fqbt,rmo1,1,4,2,2,46
w9fem7e4,6820.0,4,17,15,NA,NA,NA,0,2.25,1,1,dhy9fqbt,rmo1,1,3,2,1,56
xxphycaw,6867.0,0,39,9,NA,NA,NA,0,1.35,1,1,dhy9fqbt,rmo1,2,3,2,2,34
uv9uc5ii,6914.0,4,11,56,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,5,2,1,21
y9mvdm6h,7008.0,0,19,30,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,3,2,2,40
3yyc9t1p,7034.0,4,22,25,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,1,4,2,1,39
ek0ed4d8,7088.0,0,38,22,NA,NA,NA,0,3.3,1,1,dhy9fqbt,rmo1,2,3,2,2,45
kjgqpsly,7137.0,4,54,25,NA,NA,NA,0,3.75,1,1,dhy9fqbt,rmo1,2,7,2,1,58
kojizrh4,7217.0,0,16,27,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,1,3,2,1,41
cxpy2o1a,7330.0,4,48,24,NA,NA,NA,0,3.6,1,1,dhy9fqbt,rmo1,2,3,2,1,30
jqia7f9c,7352.0,0,13,63,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,7,2,2,28
yq4bj12v,7379.0,4,1,19,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,5,4,2,1,42
ba5d65au,7410.0,0,15,15,NA,NA,NA,0,2.25,1,1,dhy9fqbt,rmo1,1,4,2,2,45
4zdc6m6t,7455.0,0,48,1,NA,NA,NA,0,0.15,1,1,dhy9fqbt,rmo1,5,3,2,2,26
uniwr8mb,7537.0,0,49,60,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,3,2,1,65
k660hd2c,7648.0,0,13,10,NA,NA,NA,0,1.5,1,1,dhy9fqbt,rmo1,1,6,2,1,46
18w8ei43,7785.0,4,6,36,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,1,6,2,2,32
paduxnjt,7882.0,0,36,52,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,3,2,2,55
ityc9pr6,7950.0,0,15,11,NA,NA,NA,0,1.65,1,1,dhy9fqbt,rmo1,2,3,2,1,29
c0nhl23v,8126.0,4,23,20,NA,NA,NA,0,3,1,1,dhy9fqbt,rmo1,2,7,2,1,26
gadie148,8165.0,0,4,33,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,5,2,2,27
9rfyjc0k,8176.0,4,34,15,NA,NA,NA,0,2.25,1,1,dhy9fqbt,rmo1,2,6,2,2,39
fcnups95,8332.0,4,62,45,NA,NA,NA,0,6.75,1,1,dhy9fqbt,rmo1,5,4,2,1,32
ghzire87,8404.0,4,41,35,NA,NA,NA,0,5.25,1,1,dhy9fqbt,rmo1,3,3,2,2,78
1s0kde8p,8458.0,0,33,15,NA,NA,NA,0,2.25,1,1,dhy9fqbt,rmo1,2,4,2,2,57
ep1by50p,8561.0,4,21,25,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,5,3,2,2,31
vpy7vnfi,8631.0,0,35,35,NA,NA,NA,0,5.25,1,1,dhy9fqbt,rmo1,4,3,2,2,23
ormv38uj,8653.0,0,62,32,NA,NA,NA,0,4.8,1,1,dhy9fqbt,rmo1,3,3,2,1,58
5xf1hquy,8693.0,0,39,63,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,4,2,1,32
fpdavpay,8712.0,4,21,50,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,3,7,2,2,68
nhz3t6sj,8738.0,0,64,25,NA,NA,NA,0,3.75,1,1,dhy9fqbt,rmo1,1,6,2,2,56
aijrdtpn,8841.0,4,24,64,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,3,5,2,1,59
y0q8c6tu,8855.0,0,5,50,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,5,3,2,2,50
sc8t9v36,8866.0,4,9,30,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,1,3,2,1,54
pwhtw0o4,8921.0,0,55,42,NA,NA,NA,0,6.3,1,1,dhy9fqbt,rmo1,2,4,2,1,41
hp4vto2q,9020.0,0,1,12,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,1,3,2,1,50
s2hgq2qm,9054.0,4,2,45,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,5,2,1,28
lovopky0,9130.0,0,5,32,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,4,3,2,1,21
jh30fusg,9181.0,4,21,25,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,1,6,2,1,26
tj25lo1m,9212.0,0,49,5,NA,NA,NA,0,0.75,1,1,dhy9fqbt,rmo1,5,3,2,2,26
ygsvjqkq,9257.0,0,21,10,NA,NA,NA,0,1.5,1,1,dhy9fqbt,rmo1,2,3,2,2,54
bz2zecnb,9294.0,4,50,29,NA,NA,NA,0,4.35,1,1,dhy9fqbt,rmo1,3,4,2,1,61
hpfpfhul,9330.0,0,15,37,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,4,2,1,30
mkuhmoze,9418.0,4,58,18,NA,NA,NA,0,2.7,1,1,dhy9fqbt,rmo1,1,4,2,2,44
ysw9e0gn,9537.0,0,43,20,NA,NA,NA,0,3,1,1,dhy9fqbt,rmo1,2,3,2,2,35
diasq4jp,9535.0,4,46,5,NA,NA,NA,0,0.75,1,1,dhy9fqbt,rmo1,3,4,2,2,66
pz0w0a7u,9607.0,0,61,53,NA,NA,NA,0,7.95,1,1,dhy9fqbt,rmo1,2,3,2,2,26
l2wc1lzi,9642.0,4,50,45,NA,NA,NA,0,6.75,1,1,dhy9fqbt,rmo1,1,6,2,1,45
g13lyrxw,9697.0,0,25,20,NA,NA,NA,0,3,1,1,dhy9fqbt,rmo1,2,5,2,2,29
k5vbfdf5,9711.0,0,15,28,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,5,4,2,1,39
in1tu8uo,9830.0,4,1,2,NA,NA,NA,0,0,1,1,dhy9fqbt,rmo1,2,4,2,1,51
512990hw,93.0,4,57,5,NA,NA,NA,0,0.75,2,1,dhy9fqbt,rmo1,2,5,2,2,21
90snqea7,120.0,0,27,25,NA,NA,NA,0,3.75,2,1,dhy9fqbt,rmo1,1,4,2,1,38
lcpr6aej,195.0,0,56,10,NA,NA,NA,0,1.5,2,1,dhy9fqbt,rmo1,3,5,2,1,64
litoex8p,224.0,4,54,22,NA,NA,NA,0,3.3,2,1,dhy9fqbt,rmo1,4,4,2,2,21
dq2ihb20,340.0,4,30,15,NA,NA,NA,0,2.25,2,1,dhy9fqbt,rmo1,2,3,2,2,42
u6rok4eh,380.0,0,43,5,NA,NA,NA,0,0.75,2,1,dhy9fqbt,rmo1,2,3,2,1,48
yhlv6pjd,395.0,4,57,7,NA,NA,NA,0,1.05,2,1,dhy9fqbt,rmo1,2,3,2,1,56
5vj6xosr,486.0,4,16,27,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,5,3,2,2,59
9ke1clt6,546.0,4,7,34,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,1,7,2,1,40
dtms80pl,574.0,0,43,20,NA,NA,NA,0,3,2,1,dhy9fqbt,rmo1,4,3,2,2,28
y9hxec63,715.0,0,18,23,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,3,4,2,1,69
uno3sb9r,736.0,4,34,25,NA,NA,NA,0,3.75,2,1,dhy9fqbt,rmo1,3,7,2,2,65
9z1zoyne,805.0,0,43,49,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,4,7,2,1,20
332d53w3,816.0,4,57,13,NA,NA,NA,0,1.95,2,1,dhy9fqbt,rmo1,1,3,2,2,26
kz0nvwk4,908.0,0,53,40,NA,NA,NA,0,6,2,1,dhy9fqbt,rmo1,1,3,2,1,36
103gfezx,974.0,4,33,17,NA,NA,NA,0,2.55,2,1,dhy9fqbt,rmo1,1,4,2,1,44
l23rvi5a,1034.0,0,4,10,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,3,2,1,25
low6fzdk,1079.0,0,13,4,NA,NA,NA,0,0.6,2,1,dhy9fqbt,rmo1,2,6,2,1,55
lfm2rs6h,1182.0,0,58,28,NA,NA,NA,0,4.2,2,1,dhy9fqbt,rmo1,2,3,2,2,35
4j3w3gx7,1222.0,4,35,38,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,4,4,2,2,28
pamm49pp,1292.0,0,2,21,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,4,2,1,43
8wrtkw8x,1332.0,4,10,36,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,7,2,1,35
a9ugwazt,1408.0,0,36,25,NA,NA,NA,0,3.75,2,1,dhy9fqbt,rmo1,1,5,2,2,30
q4ft5k0m,1421.0,4,58,36,NA,NA,NA,0,5.4,2,1,dhy9fqbt,rmo1,2,4,2,1,21
wvkk8qyk,1452.0,0,47,14,NA,NA,NA,0,2.1,2,1,dhy9fqbt,rmo1,2,5,2,1,36
nezqor0x,1486.0,4,50,10,NA,NA,NA,0,1.5,2,1,dhy9fqbt,rmo1,5,3,2,1,43
9vjkm92i,1503.0,0,25,33,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,5,2,2,33
eqdysrm9,1564.0,4,57,23,NA,NA,NA,0,3.45,2,1,dhy9fqbt,rmo1,5,3,2,2,31
9mvrqcs8,1611.0,0,27,18,NA,NA,NA,0,2.7,2,1,dhy9fqbt,rmo1,1,4,2,1,54
f5xk5nfj,1643.0,4,34,4,NA,NA,NA,0,0.6,2,1,dhy9fqbt,rmo1,1,4,2,2,31
rp9iq1mo,1738.0,0,33,15,NA,NA,NA,0,2.25,2,1,dhy9fqbt,rmo1,2,3,2,2,35
8p3kmeda,1783.0,0,39,55,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,1,3,2,1,59
31yqqj2h,1815.0,0,32,10,NA,NA,NA,0,1.5,2,1,dhy9fqbt,rmo1,2,4,2,1,39
71rkli6a,1891.0,0,13,31,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,3,3,2,1,63
jyzc7cgk,2110.0,0,39,4,NA,NA,NA,0,0.6,2,1,dhy9fqbt,rmo1,2,5,2,1,43
89s3gbg6,2187.0,4,33,9,NA,NA,NA,0,1.35,2,1,dhy9fqbt,rmo1,1,4,2,1,48
1ts59tmq,2214.0,0,26,45,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,5,2,2,23
i4w1muct,2246.0,4,3,60,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,3,3,2,2,60
42bns9cy,2325.0,4,46,25,NA,NA,NA,0,3.75,2,1,dhy9fqbt,rmo1,3,7,2,2,63
th6lg3nl,2385.0,4,56,15,NA,NA,NA,0,2.25,2,1,dhy9fqbt,rmo1,2,4,2,1,43
rjx8ue7x,2415.0,0,15,25,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,5,3,2,1,44
zp6v12zl,2479.0,4,35,8,NA,NA,NA,0,1.2,2,1,dhy9fqbt,rmo1,2,4,2,1,43
9vq8dsus,2582.0,4,61,30,NA,NA,NA,0,4.5,2,1,dhy9fqbt,rmo1,2,7,2,1,22
kskefow7,2614.0,0,44,4,NA,NA,NA,0,0.6,2,1,dhy9fqbt,rmo1,2,4,2,1,35
ecavdjxo,2646.0,4,31,32,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,3,3,2,1,64
busq35ta,2749.0,0,2,28,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,3,2,2,39
z4eyndbq,2765.0,4,61,26,NA,NA,NA,0,3.9,2,1,dhy9fqbt,rmo1,5,4,2,2,55
vfj2tuka,2843.0,0,34,10,NA,NA,NA,0,1.5,2,1,dhy9fqbt,rmo1,2,7,2,1,60
xxy6x4fz,2946.0,4,9,11,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,3,4,2,1,66
lirgd1np,2988.0,0,32,38,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,5,2,2,47
4uytprbc,3052.0,4,41,22,NA,NA,NA,0,3.3,2,1,dhy9fqbt,rmo1,5,6,2,2,34
4cv60vkd,3108.0,0,58,10,NA,NA,NA,0,1.5,2,1,dhy9fqbt,rmo1,2,3,2,1,44
gjaknd9x,3193.0,4,31,7,NA,NA,NA,0,1.05,2,1,dhy9fqbt,rmo1,3,4,2,2,73
3bli4otb,3246.0,0,5,3,NA,NA,NA,0,0.45,2,1,dhy9fqbt,rmo1,1,3,2,1,35
umn0ditc,3265.0,4,47,8,NA,NA,NA,0,1.2,2,1,dhy9fqbt,rmo1,5,4,2,2,40
7h7a7sg6,3323.0,0,61,19,NA,NA,NA,0,2.85,2,1,dhy9fqbt,rmo1,5,5,2,2,37
m1akx79l,3380.0,4,5,32,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,3,3,2,1,78
155u6hpd,3390.0,0,3,58,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,4,2,1,34
bimfkqf0,3407.0,4,47,30,NA,NA,NA,0,4.5,2,1,dhy9fqbt,rmo1,2,3,2,2,45
eki0tnpv,3464.0,0,57,16,NA,NA,NA,0,2.4,2,1,dhy9fqbt,rmo1,2,6,2,2,51
ak2qxfer,3520.0,4,13,12,NA,NA,NA,0,1.8,2,1,dhy9fqbt,rmo1,2,3,2,1,29
d3jm85qb,3643.0,4,61,33,NA,NA,NA,0,4.95,2,1,dhy9fqbt,rmo1,2,3,2,1,38
eeavysct,3666.0,0,31,32,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,3,2,1,58
6xidultc,3720.0,4,20,36,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,4,2,1,29
0t2tetji,3741.0,0,14,40,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,5,2,1,54
vdextyu9,3772.0,0,5,11,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,3,6,2,1,56
hoi6dszu,3995.0,4,40,21,NA,NA,NA,0,3.15,2,1,dhy9fqbt,rmo1,2,4,2,2,50
