Baseline,Limit refused,Limit not applied,Limit applied,Limit applied ex-post
-0.1034875161122315,0.6394890224295153,-0.8551994544965353,-0.7104130301893683,-2.201894617372151
-0.06541754594461224,0.6394890224295153,-0.8551994544965353,-0.7040477384602042,-2.4439474423782634
0.01103225145150688,0.6394890224295153,-0.8551994544965353,-1.1190908172057803,-2.4439474423782634
0.01103225145150688,0.45693090762243926,-0.8551994544965353,-1.1190908172057803,-2.4439474423782634
0.01103225145150688,0.45693090762243926,-0.8551994544965353,-1.1190908172057803,-2.4439474423782634
0.01103225145150688,0.45693090762243926,-0.8551994544965353,-1.1190908172057803,-2.4439474423782634
-0.1346288789790222,0.45693090762243926,-0.8551994544965353,-1.2405121441921345,-2.4439474423782634
-0.1346288789790222,0.45693090762243926,-0.4612711284074642,-1.2405121441921345,-2.4439474423782634
-0.1346288789790222,0.45693090762243926,-0.4612711284074642,-1.2405121441921345,-2.4439474423782634
-0.1346288789790222,0.45693090762243926,-0.4612711284074642,-1.2405121441921345,-2.3369131461100636
-0.1346288789790222,0.45693090762243926,-0.4612711284074642,-1.2405121441921345,-2.3369131461100636
-0.007325826326002982,0.6162755303376564,-0.417653908078389,-1.3165118667711937,-2.3369131461100636
-0.007325826326002982,0.6162755303376564,-0.417653908078389,-1.3165118667711937,-2.3369131461100636
-0.007325826326002982,0.6162755303376564,-0.417653908078389,-1.3165118667711937,-2.3369131461100636
-0.007325826326002982,0.49456587351321346,-0.417653908078389,-1.3165118667711937,-2.762500636189131
-0.007325826326002982,0.49456587351321346,-0.417653908078389,-1.3165118667711937,-2.762500636189131
-0.09183907523674151,0.6633697809660717,-0.417653908078389,-1.3165118667711937,-1.5807799828066145
-0.09183907523674151,0.8239296301620129,-0.417653908078389,-0.7353090764688304,-2.135134490395572
-0.09183907523674151,0.5023918407829058,-0.417653908078389,-0.7353090764688304,-2.135134490395572
-0.09183907523674151,0.5023918407829058,-0.417653908078389,-0.9088255805182932,-2.057247428613433
-0.09183907523674151,0.6222951086458437,-0.417653908078389,-0.9088255805182932,-2.057247428613433
-0.18523712476622123,0.6222951086458437,-0.417653908078389,-0.9088255805182932,-2.057247428613433
-0.18523712476622123,0.9156923355503146,-0.7310308934233554,-0.9088255805182932,-2.057247428613433
-0.18523712476622123,0.9156923355503146,-0.7310308934233554,-0.9088255805182932,-2.057247428613433
-0.18523712476622123,0.7259487710135488,-0.7310308934233554,-0.9088255805182932,-2.057247428613433
-0.18523712476622123,0.6327925851647933,-0.8686191574823319,-0.9088255805182932,-2.251519917660328
-0.18523712476622123,0.6327925851647933,-0.8686191574823319,-1.0808734858660323,-2.251519917660328
-0.18523712476622123,0.6327925851647933,-0.8686191574823319,-1.280300409963811,-2.251519917660328
-0.16657083061769384,0.6327925851647933,-0.8686191574823319,-0.8690095338422275,-2.2510166406310965
-0.16657083061769384,0.6327925851647933,-0.8686191574823319,-0.8690095338422275,-2.2510166406310965
-0.16657083061769384,0.6327925851647933,-0.8686191574823319,-0.8690095338422275,-2.2510166406310965
0.05943809618747409,0.5974752328274242,-0.6373030081378097,-0.8690095338422275,-2.2510166406310965
0.05943809618747409,0.5974752328274242,-0.6137852109507591,-1.0005885935563121,-2.3222460482957175
0.041502808903054245,0.5974752328274242,-0.7656659334846054,-1.2651554952622135,-2.244150294433293
0.041502808903054245,0.5974752328274242,-0.7656659334846054,-0.931076395111436,-2.244150294433293
0.16532679336625478,0.5974752328274242,-0.7621222821751168,-0.931076395111436,-2.244150294433293
0.16532679336625478,0.6269528948096124,-0.7621222821751168,-0.931076395111436,-2.244150294433293
0.16532679336625478,0.6269528948096124,-0.7621222821751168,-1.4668270014800981,-2.244150294433293
0.16532679336625478,0.6393792475539861,-0.7621222821751168,-0.8782504660625818,-2.244150294433293
0.16532679336625478,0.6393792475539861,-0.8206026938551538,-0.8782504660625818,-2.6684446272842948
0.16532679336625478,0.6123486299322316,-0.8206026938551538,-1.0300181780686621,-2.6684446272842948
0.16532679336625478,0.6123486299322316,-0.8206026938551538,-1.1304193022543565,-2.6684446272842948
-0.005590021521857835,0.6123486299322316,-0.8206026938551538,-1.1304193022543565,-2.3350556392189254
0.06506600238769522,0.6123486299322316,-0.8206026938551538,-1.1304193022543565,-1.9207249388298209
0.06506600238769522,0.8027455874246954,-0.8206026938551538,-1.1304193022543565,-1.9207249388298209
0.06506600238769522,0.8027455874246954,-0.8206026938551538,-0.7382430868263086,-1.9207249388298209
